wavenumber,intensity
399.197439,0.348147747
401.125929,0.360214029
403.054419,0.372187299
404.982909,0.384068298
406.911399,0.395857762
408.839889,0.40755642
410.768379,0.419164982
412.696869,0.430684201
414.625359,0.442114788
416.553849,0.453457477
418.482339,0.464712955
420.410829,0.475882008
422.339319,0.486965282
424.267809,0.497963546
426.196299,0.508877428
428.124789,0.519707659
430.05328,0.530454921
431.98177,0.541119912
433.91026,0.55170332
435.83875,0.562205808
437.76724,0.572628092
439.69573,0.582970819
441.62422,0.591982801
443.55271,0.600995148
445.4812,0.61000786
447.40969,0.619020963
449.33818,0.628034472
451.26667,0.637048408
453.19516,0.646062733
455.12365,0.655077462
457.05214,0.664092596
458.98063,0.673108117
460.90912,0.682124039
462.83761,0.691140329
464.7661,0.700157059
466.69459,0.709174166
468.62308,0.718191713
470.55157,0.727209628
472.48006,0.736227943
474.408551,0.745246649
476.337041,0.754265757
478.265531,0.763285269
480.194021,0.772305169
482.122511,0.781325497
484.051001,0.79034623
485.979491,0.799367327
487.907981,0.808388824
489.836471,0.817410713
491.764961,0.826433043
493.693451,0.835455725
495.621941,0.844478847
497.550431,0.853502361
499.478921,0.862526276
501.407411,1
503.335901,0.976954576
505.264391,0.799495143
507.192881,0.533250925
509.121371,0.272469333
511.049861,0.073724929
512.978351,0
514.906841,0
516.835331,0
518.763821,0
520.692312,0.136171123
522.620802,0.122717586
524.549292,0.03784199
526.477782,0
528.406272,0
530.334762,0
532.263252,0
534.191742,0
536.120232,0
538.048722,0
539.977212,0
541.905702,0
543.834192,0
545.762682,0
547.691172,0
549.619662,0
551.548152,0
553.476642,0
555.405132,0.010756258
557.333622,0.027261491
559.262112,0.028857243
561.190602,0.015003111
563.119092,0.01268241
565.047583,0.012505571
566.976073,0.011242236
568.904563,0.010669535
570.833053,0.011617196
572.761543,0.013874986
574.690033,0.026328322
576.618523,0.027259768
578.547013,0.027534635
580.475503,0.031513979
582.403993,0.040964423
584.332483,0.051077333
586.260973,0.051045069
588.189463,0.04801431
590.117953,0.046607926
592.046443,0.047265127
593.974933,0.044350889
595.903423,0.042275138
597.831913,0.042901323
599.760403,0.04596396
601.688893,0.05054236
603.617383,0.0521665
605.545873,0.058508128
607.474363,0.058998748
609.402853,0.063754814
611.331344,0.069457871
613.259834,0.070651111
615.188324,0.07105668
617.116814,0.07072678
619.045304,0.07001537
620.973794,0.069822413
622.902284,0.070947042
624.830774,0.072905393
626.759264,0.074268088
628.687754,0.074956536
630.616244,0.080129232
632.544734,0.084891443
634.473224,0.089140241
636.401714,0.092455589
638.330204,0.094604384
640.258694,0.096268795
642.187184,0.088708642
644.115674,0.090430648
646.044164,0.091309395
647.972654,0.091398964
649.901144,0.091492011
651.829634,0.092449508
653.758124,0.094566115
655.686615,0.098117909
657.615105,0.100924548
659.543595,0.10309776
661.472085,0.104505671
663.400575,0.10537061
665.329065,0.105881456
667.257555,0.106102965
669.186045,0.106197384
671.114535,0.106527759
673.043025,0.107349165
674.971515,0.108435838
676.900005,0.109212207
678.828495,0.109459313
680.756985,0.110074533
682.685475,0.110474096
684.613965,0.111019451
686.542455,0.111441959
688.470945,0.111787042
690.399435,0.112200108
692.327925,0.114267878
694.256415,0.114529655
696.184905,0.114802379
698.113395,0.115363653
700.041885,0.116449685
701.970376,0.118041443
703.898866,0.119794642
705.827356,0.121407453
707.755846,0.122834162
709.684336,0.123988265
711.612826,0.124727266
713.541316,0.125151179
715.469806,0.125438496
