599.760403,0
601.688893,0
603.617383,0
605.545873,0
607.474363,0
609.402853,0
611.331344,0
613.259834,0
615.188324,0
617.116814,0
619.045304,0
620.973794,0
622.902284,0
624.830774,0
626.759264,0.041228665
628.687754,0.043431491
630.616244,0.040174553
632.544734,0.074622038
634.473224,0.079801922
636.401714,0.085462018
638.330204,0.093174462
640.258694,0.084535126
642.187184,0.119666393
644.115674,0.136092532
646.044164,0.15274773
647.972654,0.14674314
649.901144,0.160750834
651.829634,0.171043807
653.758124,0.177660388
655.686615,0.182232198
657.615105,0.186974765
659.543595,0.193726454
661.472085,0.224999293
663.400575,0.236494091
665.329065,0.249266441
667.257555,0.262276726
669.186045,0.274347883
671.114535,0.285148184
673.043025,0.295019292
674.971515,0.304399205
676.900005,0.318488974
678.828495,0.327680989
680.756985,0.337180236
682.685475,0.348118709
684.613965,0.360978607
686.542455,0.374409338
688.470945,0.386687618
690.399435,0.397664803
692.327925,0.408239429
694.256415,0.418715736
696.184905,0.42862567
698.113395,0.43791376
700.041885,0.447304096
701.970376,0.457340667
703.898866,0.467812566
705.827356,0.478044198
707.755846,0.487487766
709.684336,0.496392317
711.612826,0.505776463
713.541316,0.516401362
715.469806,0.52785076
717.398296,0.538803924
719.326786,0.548406067
721.255276,0.557157058
723.183766,0.566143627
725.112256,0.575946022
727.040746,0.586815067
728.969236,0.598998081
730.897726,0.612082044
732.826216,0.624843158
734.754706,0.636236216
736.683196,0.646046342
738.611686,0.654836614
740.540176,0.663520202
742.468666,0.672689027
744.397156,0.682513207
746.325647,0.692953748
748.254137,0.703295019
750.182627,0.712134779
752.111117,0.718696197
754.039607,0.72353376
755.968097,0.72778939
757.896587,0.732397842
759.825077,0.737831646
761.753567,0.74423929
763.682057,0.751870447
765.610547,0.761151813
767.539037,0.77199495
769.467527,0.783090797
771.396017,0.792348694
773.324507,0.798497939
775.252997,0.802163104
777.181487,0.804675544
779.109977,0.806380841
781.038467,0.807522682
782.966957,0.809867872
784.895447,0.815467935
786.823937,0.820705902
788.752427,0.827365582
790.680918,0.834064714
792.609408,0.840806098
794.537898,0.847846323
796.466388,0.8544537
798.394878,0.859379829
800.323368,0.862617375
802.251858,0.865658362
804.180348,0.869698351
806.108838,0.874923227
808.037328,0.88157092
809.965818,0.889987745
811.894308,0.899676229
813.822798,0.909401847
815.751288,0.918024933
817.679778,0.925069941
819.608268,0.930982265
821.536758,0.936793158
823.465248,0.943220598
825.393738,0.950162697
827.322228,0.957106039
829.250718,0.963801825
831.179208,0.970336679
833.107698,0.976472588
835.036188,0.981519614
836.964679,0.985390106
838.893169,0.988955775
840.821659,0.992730654
842.750149,0.996046625
844.678639,0.998162666
846.607129,0.999286718
848.535619,0.999905163
850.464109,1
852.392599,0.99926077
854.321089,0.997658216
856.249579,0.995791291
858.178069,0.994317873
860.106559,0.993061948
862.035049,0.991441444
863.963539,0.989440805
865.892029,0.987444893
867.820519,0.985735995
869.749009,0.984491731
871.677499,0.983571011
873.605989,0.982559937
875.534479,0.981500031
877.462969,0.980690264
879.391459,0.979581628
881.31995,0.97685586
883.24844,0.971695681
885.17693,0.96481209
887.10542,0.958285136
889.03391,0.953796458
890.9624,0.951116289
892.89089,0.949139466
894.81938,0.947463618
896.74787,0.945940707
898.67636,0.943893121
900.60485,0.94058714
902.53334,0.935906236
904.46183,0.930550172
906.39032,0.925436323
908.31881,0.920478774
910.2473,0.914522272
