frequency,cf1,cf2,cf3,cf4
833.107698,0.976472588,0.719507784,0,0.28706835
835.036188,0.981519614,0.720753502,0,0.28658713
836.964679,0.985390106,0.721793865,0,0.285891101
838.893169,0.988955775,0.722602652,0,0.285057072
840.821659,0.992730654,0.722890508,0,0.284132928
842.750149,0.996046625,0.72231108,0,0.283074162
844.678639,0.998162666,0.720819384,0,0.281818666
846.607129,0.999286718,0.718709422,0,0.280418819
848.535619,0.999905163,0.716402495,0,0.279009229
850.464109,1,0.714330218,0,0.277665501
852.392599,0.99926077,0.712767846,0,0.276379575
854.321089,0.997658216,0.711546539,0,0.27511907
856.249579,0.995791291,0.710090212,0,0.273841482
858.178069,0.994317873,0.707900453,0,0.272492841
860.106559,0.993061948,0.704864498,0,0.271012241
862.035049,0.991441444,0.701102773,0,0.269353046
863.963539,0.989440805,0.69678273,0,0.26753476
865.892029,0.987444893,0.69210626,0,0.265638667
867.820519,0.985735995,0.687370734,0,0.263740894
869.749009,0.984491731,0.683028017,0,0.261902372
871.677499,0.983571011,0.679492564,0,0.260171411
873.605989,0.982559937,0.67677916,0,0.25853711
875.534479,0.981500031,0.674445368,0,0.256938943
877.462969,0.980690264,0.671900086,0,0.255331805
879.391459,0.979581628,0.668768852,0,0.25370046
881.31995,0.97685586,0.6650049,0,0.252043337
883.24844,0.971695681,0.660705085,0,0.250359306
885.17693,0.96481209,0.656011971,0,0.248640675
887.10542,0.958285136,0.651183347,0,0.246877758
889.03391,0.953796458,0.646478348,0,0.245055153
890.9624,0.951116289,0.641862267,0,0.243141882
892.89089,0.949139466,0.63703905,0,0.241123915
894.81938,0.947463618,0.631809215,0,0.239041135
896.74787,0.945940707,0.626146615,0,0.236938855
898.67636,0.943893121,0.620057627,0,0.234814945
900.60485,0.94058714,0.613611936,0,0.232670366
902.53334,0.935906236,0.606967791,0,0.230529768
904.46183,0.930550172,0.600380346,0,0.228382336
906.39032,0.925436323,0.594117465,0,0.228101601
908.31881,0.920478774,0.588057389,0,0.225070161
910.2473,0.914522272,0.581549881,0,0.2219073
912.17579,0.906726248,0.574000717,0,0.218589857
914.10428,0.897189218,0.565330787,0,0.215098984
916.03277,0.886404817,0.55573154,0,0.211425811
917.96126,0.875017416,0.542595402,0,0.207619435
919.88975,0.863744002,0.529101956,0,0.203808379
921.81824,0.853024428,0.515622267,0,0.200083769
923.74673,0.842862189,0.502343121,0,0.196401196
925.67522,0.832683077,0.489235586,0,0.192650706
927.603711,0.821567012,0.475963299,0,0.188758553
929.532201,0.809172,0.462080963,0,0.184698502
931.460691,0.79587028,0.447460274,0,0.180455451
933.389181,0.799334492,0.43219514,0,0.176015921
935.317671,0.781740438,0.416369777,0,0.166665389
937.246161,0.76298692,0.400263157,0,0.162055678
939.174651,0.743305541,0.384265828,0,0.157516533
941.103141,0.722995996,0.368383962,0,0.153026021
943.031631,0.70201026,0.352283334,0,0.14848065
944.960121,0.680084397,0.335714975,0,0.143832616
946.888611,0.657154478,0.31860079,0,0.139107299
948.817101,0.633380323,0.30097712,0,0.134324053
950.745591,0.608908938,0.282944901,0,0.12945875
952.674081,0.58380374,0.264527724,0,0.12448981
954.602571,0.55801863,0.245784489,0,0.119462556
956.531061,0.531543696,0.226988191,0,0.114455402
958.459551,0.504681754,0.208323691,0,0.109475274
960.388041,0.477890704,0.189693049,0,0.104473514
962.316531,0.451464442,0.143024792,0,0.099479386
964.245021,0.425604915,0.12485397,0,0.094617625
966.173511,0.400453814,0.107184332,0,0.089971534
968.102001,0.375772693,0.090086596,0,0.085500729
970.030491,0.350982258,0.100938265,0,0.081103518
971.958982,0.325837245,0.084701387,0,0.076708603
973.887472,0.300699285,0.088601414,0,0.074388747
975.815962,0.276096375,0.073168671,0,0.069938626
977.744452,0.252357641,0,0,0.065477603
979.672942,0.229500185,0,0,0.059005718
981.601432,0.191858472,0,0,0.054739873
983.529922,0.170393734,0,0,0.050679665
985.458412,0.149359462,0,0,0.046855809
987.386902,0.143265061,0,0,0.04525534
989.315392,0.121499832,0,0,0.041780165
991.243882,0.084916326,0,0,0.036402573
993.172372,0.078786808,0,0,0.033064041
995.100862,0.046305963,0,0,0.029748426
997.029352,0.044420961,0,0,0.028416525
998.957842,0.036965554,0,0,0.025168708
1000.886332,0,0,0,0.023446544
1002.814822,0,0,0,0.020319063
1004.743312,0,0,0,0.013941675
1006.671802,0,0,0,0.014435673
1008.600292,0,0,0,0.011713703
1010.528782,0,0,0,0.005864218
1012.457272,0,0,0,0.005414715
1014.385762,0,0,0,0.005159115
1016.314252,0,0,0,0
1018.242743,0,0,0,0
1020.171233,0,0,0,0
1022.099723,0,0,0,0
1024.028213,0,0,0,0
1025.956703,0,0,0,0
1027.885193,0,0,0,0
1029.813683,0,0,0,0
1031.742173,0,0,0,0
1033.670663,0,0,0,0
1035.599153,0,0,0,0
1037.527643,0,0,0,0
1039.456133,0,0,0,0
1041.384623,0,0,0,0
1043.313113,0,0,0,0
1045.241603,0,0,0,0
1047.170093,0,0,0,0
1049.098583,0,0,0,0
1051.027073,0,0,0,0
1052.955563,0,0,0,0
1054.884053,0,0,0,0
1056.812543,0,0,0,0
1058.741033,0,0,0,0
1060.669523,0,0,0,0
1062.598014,0,0,0,0
1064.526504,0,0,0,0
1066.454994,0,0,0,0
1068.383484,0,0,0,0
1070.311974,0,0,0,0
1072.240464,0,0,0,0
1074.168954,0,0,0,0
1076.097444,0,0,0,0
1078.025934,0,0,0,0
1079.954424,0,0,0,0
1081.882914,0,0,0,0
1083.811404,0,0,0,0
1085.739894,0,0,0,0
1087.668384,0,0,0,0
1089.596874,0,0,0,0
1091.525364,0.032391146,0,0,0
1093.453854,0.037974077,0,0,0
1095.382344,0.050397361,0,0,0
1097.310834,0.075580529,0,0,0
1099.239324,0.077737109,0,0,0
1101.167814,0.092477079,0,0,0
1103.096304,0.107798894,0,0,0
1105.024794,0.122929488,0,0,0
1106.953285,0.137116382,0,0,0
1108.881775,0.150462446,0,0,0
1110.810265,0.163545245,0,0,0
1112.738755,0.187054118,0,0,0
1114.667245,0.189119585,0,0,0
1116.595735,0.201055245,0,0,0
1118.524225,0.212793588,0,0,0
1120.452715,0.224774355,0,0,0
1122.381205,0.236626833,0,0,0.005190709
1124.309695,0.257293878,0,0,0.006271143
1126.238185,0.267610467,0.075333337,0,0.006333647
1128.166675,0.277665565,0.083831387,0,0.006386318
1130.095165,0.28767056,0.073268233,0,0.006403572
1132.023655,0.297436637,0.081896576,0,0.007641914
1133.952145,0.306597464,0.090193163,0,0.008774473
1135.880635,0.315338414,0.080708278,0,0.013309436
1137.809125,0.32461625,0.088614458,0,0.013268311
1139.737615,0.335081046,0.096421105,0,0.014234077
1141.666105,0.346132231,0.104248183,0,0.015175704
1143.594595,0.356473782,0.11227132,0,0.015042784
1145.523085,0.365306977,0.120524406,0,0.016117735
1147.451575,0.372965843,0.128898105,0,0.016048044
1149.380065,0.38052873,0.173313312,0,0.017219633
1151.308555,0.388645829,0.181685141,0,0.018423249
1153.237046,0.397024057,0.18992803,0,0.019657118
1155.165536,0.405314943,0.197681234,0,0.02087295
1157.094026,0.41390509,0.204736768,0,0.022006587
1159.022516,0.423324255,0.211359033,0.014463328,0.023074074
1160.951006,0.404277369,0.218034228,0.014766753,0.024159179
1162.879496,0.413898341,0.224965551,0.015073841,0.025290262
1164.807986,0.422521565,0.232019318,0.015379383,0.028557773
1166.736476,0.430692571,0.23908737,0.015677242,0.029600477
1168.664966,0.43951527,0.246331332,0.015966918,0.030603558
1170.593456,0.449563003,0.253991153,0.016250132,0.031623233
1172.521946,0.46043715,0.227137627,0.015140205,0.03267983
1174.450436,0.471363828,0.235149074,0.015408676,0.033748441
1176.378926,0.481895414,0.243078712,0.015677565,0.03483476
1178.307416,0.491853123,0.251262293,0.015955757,0.03599821
1180.235906,0.501013714,0.259763513,0.01624867,0.037261322
1182.164396,0.5092835,0.268256552,0.016553636,0.038581384
1184.092886,0.517045825,0.276525038,0.016864264,0.039927439
1186.021376,0.525071145,0.284697082,0.017175256,0.041302103
1187.949866,0.533973901,0.293010361,0.017483115,0.040737984
1189.878356,0.543717363,0.301518249,0.017786912,0.042128545
1191.806846,0.55381207,0.310088721,0.018087622,0.043469404
1193.735336,0.563914685,0.318619248,0.01633372,0.044763938
1195.663826,0.573523619,0.327059586,0.016625762,0.04605106
1197.592317,0.582943705,0.335259668,0.016908637,0.047362088
1199.520807,0.592231421,0.343057533,0.017181052,0.048690557
1201.449297,0.601713173,0.350538045,0.017443792,0.050025822
1203.377787,0.611688418,0.358026186,0.017699089,0.051390716
1205.306277,0.622116532,0.365765353,0.017949365,0.052799646
1207.234767,0.632566147,0.373676182,0.018196461,0.054201097
1209.163257,0.642536341,0.381707766,0.018442691,0.057333749
1211.091747,0.651922751,0.389702013,0.018690941,0.058621915
1213.020237,0.660934505,0.397787903,0.018941116,0.059951515
1214.948727,0.669663764,0.405859861,0.019188341,0.061333863
1216.877217,0.678116309,0.413632488,0.019427459,0.062712976
1218.805707,0.686438237,0.420969191,0.019656574,0.064804756
1220.734197,0.694754724,0.427929564,0.01766217,0.066007439
1222.662687,0.702992737,0.434551731,0.017868337,0.067114128
1224.591177,0.710936746,0.440734149,0.018059204,0.068143685
1226.519667,0.71829725,0.446334748,0.018233055,0.069077675
1228.448157,0.724854238,0.451291094,0.018389703,0.069883722
1230.376647,0.730579728,0.455632614,0.018530978,0.07057115
1232.305137,0.735564838,0.459426966,0.018659153,0.071171692
1234.233627,0.739910649,0.462678724,0.018774851,0.071686238
1236.162117,0.743641332,0.465291762,0.01887712,0.072173148
1238.090607,0.746769859,0.467244338,0.01896444,0.068290826
1240.019097,0.749515597,0.468743343,0.019036223,0.068529712
1241.947587,0.752197965,0.470051182,0.019093767,0.06870311
1243.876078,0.75472566,0.471245678,0.019138427,0.068807942
1245.804568,0.756474301,0.472214234,0.019169309,0.068808994
1247.733058,0.756933682,0.472727799,0.019184648,0.068649663
1249.661548,0.756234455,0.472532772,0.019184865,0.068294983
1251.590038,0.75485548,0.471542479,0.019172324,0.067764814
1253.518528,0.7529905,0.469912681,0.019148128,0.067102396
1255.447018,0.750316364,0.467867247,0.0191107,0.066338352
1257.375508,0.746507466,0.465546237,0.01905813,0.06551132
1259.303998,0.741805787,0.463046124,0.018991861,0.064687132
1261.232488,0.736691336,0.46046102,0.018916115,0.063923431
1263.160978,0.731364121,0.457838581,0.018833221,0.063234277
1265.089468,0.725983214,0.455167775,0.018741703,0.062590813
1267.017958,0.72091823,0.452328139,0.018639184,0.061934721
1268.946448,0.716458917,0.449081825,0.018525643,0.061202431
1270.874938,0.712643489,0.445375867,0.018403763,0.060360066
1272.803428,0.70927876,0.441492424,0.018276187,0.061407216
1274.731918,0.705856389,0.437645861,0.018143576,0.060344735
1276.660408,0.701886816,0.433761634,0.018006895,0.059223788
1278.588898,0.697376308,0.42977074,0.017869397,0.058109167
1280.517388,0.692491509,0.425755392,0.017733695,0.057051817
1282.445878,0.687195757,0.421804361,0.017599519,0.056063493
1284.374368,0.681561681,0.417935123,0.019605932,0.055128449
1286.302858,0.675804014,0.414066688,0.019465111,0.054207465
1288.231349,0.670007469,0.410084908,0.019320499,0.05360731
1290.159839,0.664234924,0.406074452,0.019173499,0.052621412
1292.088329,0.658575854,0.402256026,0.019024802,0.051643159
1294.016819,0.65307067,0.398628251,0.018873924,0.050711084
1295.945309,0.647912693,0.395046032,0.018723386,0.04983477
1297.873799,0.64332278,0.391547218,0.018577471,0.048997107
1299.802289,0.639048408,0.388224736,0.018435993,0.048171657
1301.730779,0.634578467,0.384983285,0.018294415,0.047339658
1303.659269,0.62976144,0.381656238,0.018149884,0.046485293
1305.587759,0.624721579,0.378193968,0.018004124,0.0420115
1307.516249,0.619513186,0.374683069,0.01786048,0.041097084
1309.444739,0.614184544,0.37128132,0.017719503,0.040172101
1311.373229,0.608926712,0.36806194,0.017577766,0.039900676
1313.301719,0.603945389,0.364874585,0.017431738,0.039044906
1315.230209,0.599102172,0.361504758,0.017281877,0.038231727
1317.158699,0.593909014,0.357956253,0.01713085,0.037462684
1319.087189,0.588206296,0.354374953,0.016979369,0.036741376
1321.015679,0.58244915,0.350794941,0.016826684,0.036043954
1322.944169,0.577019935,0.347178256,0.01667303,0.035325848
1324.872659,0.571859205,0.343589123,0.01651981,0.03456507
1326.801149,0.566921286,0.340190619,0.01636921,0.03377856
1328.729639,0.56236606,0.337144591,0.016223457,0.033004409
1330.658129,0.558315171,0.334492156,0.017971379,0.032270042
1332.586619,0.554682935,0.332079503,0.017825685,0.031572833
1334.51511,0.551020005,0.329686587,0.017674691,0.031730506
1336.4436,0.546746293,0.327202994,0.017517214,0.031090389
1338.37209,0.541862928,0.324528705,0.017353955,0.030465337
1340.30058,0.536897608,0.321437714,0.017183659,0.029811337
1342.22907,0.53206576,0.317729562,0.01700193,0.029076257
1344.15756,0.527144844,0.313311734,0.016804909,0.028224044
1346.08605,0.521887421,0.308489684,0.016594775,0.027267631
1348.01454,0.516068865,0.303604551,0.016379787,0.027796583
1349.94303,0.509688492,0.298880852,0.016167196,0.026849336
1351.87152,0.503201959,0.294253881,0.015958372,0.025969274
1353.80001,0.497010588,0.289558981,0.015751724,0.025125536
1355.7285,0.491030221,0.284755862,0.015545623,0.024273856
1357.65699,0.485105581,0.279851174,0.015336998,0.023376368
1359.58548,0.479357458,0.274825324,0.015121571,0.022418019
1361.51397,0.473877535,0.269750854,0.016420873,0.021395655
1363.44246,0.468410869,0.264708727,0.016182612,0.020565899
1365.37095,0.462487863,0.25963172,0.015934528,0.019432623
1367.29944,0.455830063,0.254505121,0.015681491,0.018301512
1369.22793,0.448595078,0.249439616,0.015430071,0.017968789
1371.15642,0.441122799,0.244377739,0.015185469,0.016909336
1373.08491,0.4335563,0.239066425,0.014948833,0.015865575
1375.0134,0.426036504,0.233339571,0.0147168,0.010740868
1376.94189,0.418401623,0.227238101,0.014486549,0.009654092
1378.870381,0.410709378,0.221004379,0,0.009060882
1380.798871,0.403121426,0.215013119,0,0.008419851
1382.727361,0.395970094,0.209488041,0,0.007501395
1384.655851,0.389586793,0.20439586,0,0.007488778
1386.584341,0.38403023,0.199785294,0,0.007610792
1388.512831,0.378952184,0.149246174,0,0.00693726
1390.441321,0.373708029,0.145867407,0,0.006320097
1392.369811,0.367833447,0.142542954,0,0.006132684
1394.298301,0.361498855,0.139000235,0,0.005720931
1396.226791,0.355313333,0.135339864,0,0.005315836
1398.155281,0.349723011,0.131797855,0,0.005095406
1400.083771,0.344951197,0.128502589,0,0
1402.012261,0.341338517,0.125451197,0,0
1403.940751,0.339070834,0.122624501,0,0
1405.869241,0.337674791,0.120071117,0,0
1407.797731,0.336191964,0.117860284,0,0
1409.726221,0.333757783,0.115947858,0,0
1411.654711,0.330164958,0.114257521,0,0
1413.583201,0.325994664,0.112930257,0,0
1415.511691,0.321942192,0.112159688,0,0
1417.440181,0.31822147,0.111767225,0,0
1419.368671,0.314895123,0.111292295,0,0
1421.297161,0.31217731,0.110460652,0,0
1423.225652,0.310022775,0.109282677,0,0
1425.154142,0.308019156,0.10786046,0,0
1427.082632,0.305870918,0.106343766,0,0
1429.011122,0.303600058,0.10493846,0,0
1430.939612,0.301416741,0.103871682,0,0
1432.868102,0.299590834,0.103314961,0,0
1434.796592,0.298302869,0.103192863,0,0
1436.725082,0.297557296,0.103212219,0,0
1438.653572,0.29719225,0.103178377,0,0
1440.582062,0.29691335,0.103040737,0,0
1442.510552,0.296344457,0.102713274,0,0
1444.439042,0.295146272,0.102167551,0,0
1446.367532,0.293197738,0.101578223,0,0
1448.296022,0.290747965,0.101178589,0,0
1450.224512,0.288353756,0.101046938,0,0
1452.153002,0.286581837,0.101077634,0,0
1454.081492,0.285741011,0.101149028,0,0
1456.009982,0.285716354,0.101272946,0,0
1457.938472,0.286025931,0.101464115,0,0
1459.866962,0.286242412,0.101608136,0,0
1461.795452,0.286243068,0.101630954,0,0
1463.723942,0.286076711,0.101650873,0,0
1465.652432,0.285916308,0.101888403,0,0
1467.580922,0.286008522,0.102529534,0,0
1469.509413,0.286403033,0.103649373,0,0
1471.437903,0.28690921,0.105179176,0,0.004777995
1473.366393,0.287383274,0.106955225,0,0.005023991
1475.294883,0.287762431,0.10880576,0,0.005266919
1477.223373,0.287871681,0.110520941,0,0.005297801
